Id,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33
1,7.927200951147867,28.6994229642891,5.443452685142523,262.7708161016483,6.983082455646854,172.08065478124902,5.688642708936369,2.2529360637337805,11.205311758771991,50.26405011422028,8.422297501500848,45.234936782839185,5.003611553099679,75.30058713128432,15.027204984473038,1.5172547344156608,59.281048471355795,1.9026772682504303,66.92423873182798,31.395090481465623,74.30035871469372,9.024188485314177,65.65076372134085,18.342970901756573,3.901495949201113,3.192982979337491,6.449604604492863,38.03716277637433,53.92840443548408,49.48709416638642,139.81969768178766,1.1572040804108241,1.165516575531122
2,7.316782379598538,29.809083903335367,5.522909697486902,244.4502946321495,6.963863850844775,149.00697312364184,6.360863898769611,2.3078155297639937,14.205699005013734,49.95389713049685,8.356249680667311,44.17328515084858,5.849532897719348,77.40038514967969,14.813695154631887,1.3623245011101086,57.158885626950905,2.193072307719186,73.46812090840864,39.08722810965952,75.97503482198043,11.230578708479955,65.07133748679067,20.783789012151697,3.845181312835335,3.222867847573694,6.583957801164961,37.52901158452929,53.94159850081753,50.39070862000125,147.57224839956802,1.2865755981084745,1.191612123108524
3,7.523357144563907,27.24900986271954,5.533633498031072,219.61702833282368,6.972744553845114,140.22490184115802,5.194740471801824,2.321811151853266,11.278742765439665,49.860141787499394,8.504409783332733,50.06257434021674,4.997022444829046,78.98775500866539,15.137838923938641,1.4184035304505522,55.51184668487031,1.9547280144998842,77.80145794413012,27.21523674182964,76.65310337959193,10.249318565732167,67.31729481885723,18.735744271789486,3.8459275844880114,3.7200884022519185,5.864688689925559,38.102744634377046,56.04103961708376,49.90533711182822,153.21941900525286,1.3159891402688,1.2027803132567718
4,8.345427150779482,25.73448566856867,5.6208131804128,204.69549165213922,6.990783454666931,119.90576451069614,6.3131698277817705,2.3685343992982997,13.63943436426713,52.25533841372041,8.947465727113029,49.62584461770097,5.899497741282362,73.90890737154518,14.388677441405624,2.106075172770881,56.57368995473424,2.459929832641136,83.77767465010155,22.059270325069168,80.09059990634167,9.819858048255915,63.60965137354143,19.363210086631785,3.9000801643808987,3.7101755886705945,6.4312265220592,38.604554347201294,54.775921617435415,50.971396682495644,170.5643937636101,1.2217205603418153,1.2414390546699836
5,7.29829472649165,27.616106835248104,5.702546767132814,196.84198466655766,6.9871887963608605,106.57554066573904,6.332017980469879,2.4257055069418287,14.365675868154051,52.30914377468521,8.919696213512388,47.54394059040426,6.691327721992976,66.64851556959961,15.610539004914823,2.135017309901831,53.853737629590526,2.329423422305423,87.96295478507601,24.59248007308372,83.07326300849853,9.095992764201764,61.04792602798077,22.768503982974707,4.092853918451747,3.757123346602929,5.599334262115354,38.02823782051211,55.142377048542095,48.243882493701385,165.206884967521,1.2415000569027839,1.2771157066257666
6,6.835669047931572,27.880624231234325,5.5710033685427405,179.6278548382689,6.9929771921661565,102.95298125410608,6.198899616519323,2.431758615012077,13.555505963946983,52.983610079061265,10.82179905907793,47.40654938117338,5.123415134850653,65.80607546278489,17.05189868203596,2.0516730218848345,54.10864691809798,2.367149444646312,91.17494031768253,20.54461287216955,85.10277812956386,9.94864050086647,59.75324832035076,23.964209891372715,4.133966281349987,3.729943437754856,4.770018553722173,39.38037564577783,52.651062457947056,49.2107152656832,170.3855081873781,1.2543049622567457,1.3089689481555968
7,7.058373105615635,26.4190421679443,5.748274942217925,160.20621985132897,7.019155111009292,91.90303868781581,6.288822126014347,2.4535193946628997,14.355088985634552,55.38794056636007,8.968342749783465,44.03390426369184,5.92548429446017,65.90301021834163,15.896956655928768,2.1260795077631953,53.555205699849566,2.6054752728055566,89.05755618494001,25.41200605854974,87.41927796993374,10.650435849753078,62.314366720010575,25.276250728574514,4.248080700992366,3.8358382671680586,5.619197994331292,38.45320579827556,52.24492806454271,51.0190819752038,165.76913684674344,1.2738153891761415,1.3312327922939928
8,8.548336800877752,26.388367181253493,5.246219558560287,146.60990120016191,7.021174980399884,77.41114610543013,6.301929379801242,2.445387826654615,14.595310789041061,55.62121018199508,9.697908367534918,43.74717816982574,6.629286143569857,60.988362270560735,16.559192339232485,2.216535501858649,50.890498197311956,3.231679023774012,92.2873829768327,22.485862055909585,87.957420293221,9.903483536851702,59.86010652985698,27.043844994155112,4.286133172351644,3.863924901466938,5.624146798624192,39.07375822052702,51.2559876665915,51.39499490942469,168.3180940365426,1.2801286411654373,1.3360036484082818
9,9.569930336568921,27.228664942095968,5.343136894522754,141.30987816505194,7.0063274513167775,82.12807871810399,6.363167689823502,2.3861154712129076,13.412731188373355,57.974648670831606,9.289300580252275,43.68903103491126,5.959506915096966,62.41748054349764,15.545330217364391,2.1588884934980648,50.55937708860052,2.5559147946656724,96.78134426808674,23.07891355489126,92.4502735118325,9.825838078074224,59.88675839072086,26.47277586620426,4.004286214301378,3.735606513646482,6.327326481701323,41.67736677002647,51.79203586467687,51.35702263570409,167.16877442630482,1.253293946581816,1.327026641471029
10,7.974475948498508,26.678637593790878,5.995174867646317,131.32884256063238,6.974409912711572,69.56061429815914,6.429184306552294,2.378820638819768,11.74199496875153,56.37489211274103,9.36839965826266,40.89918052431138,6.008534972411916,58.51139541995363,14.986059562340149,2.1437351540013094,50.375256401117696,3.020095694933392,95.77468338611901,20.31685883168786,95.38155104253767,10.575310549180706,53.86063656685907,24.88148126558385,3.4244663719553694,3.6534372922860396,5.531346034001789,39.8196558114694,50.67637117149953,50.827547711742085,165.21682166942844,1.2560859710531795,1.3494085066655954
